"No.","Time","Source","Destination","Protocol","Length","Info"
"1330","22.743992","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1332","22.744225","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x3558 A www.googleadservices.com A 142.251.221.34"
"1333","22.744226","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1334","22.744277","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"1338","22.749207","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x1611 HTTPS www.googleadservices.com HTTPS"
"1341","22.756440","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f34d7f7d4df86663, PKN: 1, ACK"
"1342","22.757297","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f34d7f7d4df86663, PKN: 2, ACK, PADDING"
"1343","22.757297","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f34d7f7d4df86663, PKN: 3, CRYPTO, PADDING"
"1344","22.757297","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f34d7f7d4df86663, PKN: 4, CRYPTO, PADDING"
"1346","22.770688","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"1348","22.771040","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1352","22.773001","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x06e1 A www.googleadservices.com A 142.251.221.34"
"1353","22.777847","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x7124 HTTPS www.googleadservices.com HTTPS"
"1355","22.779655","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f34d7f7d4df86663"
"1356","22.779655","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f34d7f7d4df86663"
"1357","22.779655","142.251.221.34","192.168.32.32","QUIC","1270","Protected Payload (KP0)"
"1358","22.779655","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=f34d7f7d4df86663"
"1365","22.784957","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=ff54468516262f33, PKN: 1, ACK"
"1366","22.785339","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"1367","22.785339","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1370","22.785773","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=ff54468516262f33, PKN: 2, ACK, PADDING"
"1371","22.785773","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=ff54468516262f33, PKN: 3, CRYPTO, PADDING"
"1372","22.785773","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=ff54468516262f33, PKN: 4, CRYPTO, PADDING"
"1373","22.785773","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1374","22.785934","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"1377","22.801084","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1381","22.806150","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xc303 A www.googleadservices.com A 142.251.221.34"
"1382","22.808350","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=ff54468516262f33"
"1383","22.808350","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=ff54468516262f33"
"1384","22.808350","142.251.221.34","192.168.32.32","QUIC","1259","Protected Payload (KP0)"
"1385","22.808350","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=ff54468516262f33"
"1390","22.810867","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x6c75 HTTPS www.googleadservices.com HTTPS"
"1391","22.812193","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"1393","22.812948","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1396","22.814132","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"1397","22.814132","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1400","22.814512","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1402","22.819204","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=fd8db1e39ee0202d, PKN: 1, ACK"
"1403","22.820373","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fd8db1e39ee0202d, PKN: 2, ACK, PADDING"
"1404","22.820373","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fd8db1e39ee0202d, PKN: 3, CRYPTO, PADDING"
"1405","22.820373","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fd8db1e39ee0202d, PKN: 4, CRYPTO, PADDING"
"1410","22.838172","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xd572 A www.googleadservices.com A 142.251.221.34"
"1411","22.839438","142.251.221.34","192.168.32.32","QUIC","308","Protected Payload (KP0)"
"1412","22.839828","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1414","22.842530","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x522d HTTPS www.googleadservices.com HTTPS"
"1415","22.842537","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=fd8db1e39ee0202d"
"1416","22.842537","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=fd8db1e39ee0202d"
"1417","22.842607","142.251.221.34","192.168.32.32","QUIC","1268","Protected Payload (KP0)"
"1418","22.842607","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=fd8db1e39ee0202d"
"1424","22.844608","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1427","22.848072","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"1428","22.848072","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1431","22.849027","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1432","22.849027","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"1434","22.850599","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f9c8b4093699d2c1, PKN: 1, ACK"
"1435","22.851410","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f9c8b4093699d2c1, PKN: 2, ACK, PADDING"
"1436","22.851410","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f9c8b4093699d2c1, PKN: 3, CRYPTO, PADDING"
"1437","22.851410","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f9c8b4093699d2c1, PKN: 4, CRYPTO, PADDING"
"1442","22.868937","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x5ce1 A www.googleadservices.com A 142.251.221.34"
"1443","22.869658","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1444","22.873496","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x6811 HTTPS www.googleadservices.com HTTPS"
"1445","22.874291","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f9c8b4093699d2c1"
"1446","22.874291","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f9c8b4093699d2c1"
"1447","22.874421","142.251.221.34","192.168.32.32","QUIC","1269","Protected Payload (KP0)"
"1448","22.874421","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=f9c8b4093699d2c1"
"1450","22.874791","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"1454","22.875263","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1459","22.880427","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=e9d164542a16a3a1, PKN: 1, ACK"
"1460","22.880427","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"1461","22.880427","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1464","22.880986","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e9d164542a16a3a1, PKN: 2, ACK, PADDING"
"1465","22.880986","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e9d164542a16a3a1, PKN: 3, CRYPTO, PADDING"
"1466","22.880986","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e9d164542a16a3a1, PKN: 4, CRYPTO, PADDING"
"1467","22.881112","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1468","22.881112","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"1472","22.904172","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e9d164542a16a3a1"
"1473","22.904172","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e9d164542a16a3a1"
"1474","22.904172","142.251.221.34","192.168.32.32","QUIC","1265","Protected Payload (KP0)"
"1475","22.904172","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=e9d164542a16a3a1"
"1480","22.905986","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1481","22.906956","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"1482","22.907399","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1484","22.909843","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"1485","22.909843","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"1488","22.910164","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"1490","22.935735","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1491","22.935883","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"1492","22.936393","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"1494","22.938995","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1495","22.967266","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"1499","24.881049","142.251.220.132","192.168.32.32","TCP","66","443  >  49567 [ACK] Seq=1 Ack=2 Win=1052 Len=0 SLE=1 SRE=2"
"1500","24.881114","142.251.220.132","192.168.32.32","TCP","66","443  >  49565 [ACK] Seq=1 Ack=2 Win=1044 Len=0 SLE=1 SRE=2"
"1503","25.051351","142.251.220.202","192.168.32.32","TCP","66","443  >  49568 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"1505","26.020112","142.251.220.174","192.168.32.32","TCP","66","443  >  49571 [ACK] Seq=1 Ack=2 Win=1042 Len=0 SLE=1 SRE=2"
"1507","26.337023","142.251.220.234","192.168.32.32","TCP","66","443  >  49527 [ACK] Seq=1 Ack=2 Win=1051 Len=0 SLE=1 SRE=2"
"1508","26.418056","182.161.73.172","192.168.32.32","TLSv1.3","93","Application Data"
"1510","26.453725","182.161.73.172","192.168.32.32","TLSv1.3","78","Application Data"
"1511","26.453725","182.161.73.172","192.168.32.32","TCP","60","443  >  49733 [FIN, ACK] Seq=1497 Ack=6592 Win=64512 Len=0"
"1516","30.058207","54.151.166.244","192.168.32.32","TCP","60","[TCP Keep-Alive] 443  >  49707 [ACK] Seq=808 Ack=5303 Win=27 Len=0"
"1520","31.497563","69.173.158.65","192.168.32.32","TLSv1.3","93","Application Data"
"1522","31.532412","69.173.158.65","192.168.32.32","TCP","60","443  >  49734 [ACK] Seq=5717 Ack=5064 Win=126000 Len=0"
"1523","31.532412","69.173.158.65","192.168.32.32","TCP","60","443  >  49734 [FIN, ACK] Seq=5717 Ack=5064 Win=126000 Len=0"
"1525","32.400328","172.64.148.235","192.168.32.32","TLSv1.2","78","Application Data"
"1527","32.434382","172.64.148.235","192.168.32.32","TCP","60","443  >  46924 [ACK] Seq=49 Ack=57 Win=16 Len=0"
"1530","32.710421","142.251.221.1","192.168.32.32","TCP","66","443  >  49712 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"1531","32.710421","142.251.221.1","192.168.32.32","TCP","66","443  >  49713 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"1533","32.801401","106.10.236.40","192.168.32.32","TCP","66","443  >  49601 [ACK] Seq=1 Ack=2 Win=12 Len=0 SLE=1 SRE=2"
"1540","35.088985","192.168.32.1","192.168.32.32","DNS","106","Standard query response 0x21e2 PTR 32.32.168.192.in-addr.arpa PTR Galant"
"1544","37.934180","180.222.102.158","192.168.32.32","TCP","66","443  >  49695 [ACK] Seq=1 Ack=2 Win=458 Len=0 SLE=1 SRE=2"
"1546","38.098484","142.251.221.2","192.168.32.32","TCP","66","443  >  49721 [ACK] Seq=1 Ack=2 Win=1034 Len=0 SLE=1 SRE=2"
"1553","39.006856","204.79.197.222","192.168.32.32","TCP","60","443  >  49729 [ACK] Seq=7442 Ack=4365 Win=4193536 Len=0"
"1554","39.006966","204.79.197.222","192.168.32.32","TCP","60","443  >  49729 [FIN, ACK] Seq=7442 Ack=4365 Win=4193536 Len=0"
"1556","39.026940","13.107.246.254","192.168.32.32","TCP","60","443  >  49726 [FIN, ACK] Seq=1 Ack=2 Win=83 Len=0"
"1558","39.036861","13.107.226.254","192.168.32.32","TCP","60","443  >  49730 [FIN, ACK] Seq=8246 Ack=3737 Win=42496 Len=0"
"1560","39.037071","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [ACK] Seq=7770 Ack=3327 Win=4194048 Len=0"
"1561","39.037293","13.107.6.254","192.168.32.32","TCP","60","443  >  49727 [ACK] Seq=1 Ack=2 Win=16383 Len=0"
"1562","39.037331","150.171.74.254","192.168.32.32","TCP","60","443  >  49731 [FIN, ACK] Seq=7770 Ack=3327 Win=4194048 Len=0"
"1564","39.037381","13.107.6.254","192.168.32.32","TCP","60","443  >  49727 [FIN, ACK] Seq=1 Ack=2 Win=16383 Len=0"
"1566","39.037583","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [ACK] Seq=7774 Ack=3413 Win=4194048 Len=0"
"1567","39.037755","131.253.33.254","192.168.32.32","TCP","60","443  >  49732 [FIN, ACK] Seq=7774 Ack=3413 Win=4194048 Len=0"
"1572","41.688547","142.251.220.227","192.168.32.32","TCP","66","443  >  49528 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"1585","46.119939","192.168.32.1","192.168.32.32","DNS","177","Standard query response 0x5a94 A mail.yahoo.com CNAME edge.gycpi.b.yahoodns.net A 106.10.236.37 A 106.10.236.40 A 180.222.114.12 A 180.222.114.11"
"1586","46.120111","192.168.32.1","192.168.32.32","DNS","185","Standard query response 0x2dc0 HTTPS mail.yahoo.com CNAME edge.gycpi.b.yahoodns.net SOA yf1.a1.b.yahoo.net"
"1617","46.142429","192.168.32.1","192.168.32.32","DNS","183","Standard query response 0x8c1d A pbs.yahoo.com CNAME edge-prebid-pbs.g03.yahoodns.net A 106.10.236.40 A 180.222.114.12 A 180.222.114.11 A 106.10.236.37"
"1618","46.142637","192.168.32.1","192.168.32.32","DNS","191","Standard query response 0x09bf HTTPS pbs.yahoo.com CNAME edge-prebid-pbs.g03.yahoodns.net SOA yf1.a1.b.yahoo.net"
"1622","46.145079","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=1315 Ack=7441 Win=1020 Len=0"
"1623","46.145114","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=1315 Ack=7857 Win=1019 Len=0"
"1624","46.145176","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=1315 Ack=7896 Win=1019 Len=0"
"1625","46.145390","34.120.63.153","192.168.32.32","TLSv1.2","93","Application Data"
"1627","46.145719","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=1354 Ack=10696 Win=1009 Len=0"
"1630","46.146575","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=123 Win=12 Len=0"
"1631","46.146575","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=162 Win=12 Len=0"
"1632","46.146671","34.120.63.153","192.168.32.32","QUIC","82","Initial, SCID=fb09a9105ddbd9d8, PKN: 1, ACK"
"1633","46.146776","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=890 Win=12 Len=0"
"1634","46.146813","34.120.63.153","192.168.32.32","QUIC","1292","Initial, SCID=fb09a9105ddbd9d8, PKN: 2, ACK, PADDING"
"1635","46.146869","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=2290 Win=13 Len=0"
"1636","46.147150","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1635#1] 443  >  49601 [ACK] Seq=1 Ack=2290 Win=13 Len=0 SLE=3673 SRE=3943"
"1637","46.147150","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1635#2] 443  >  49601 [ACK] Seq=1 Ack=2290 Win=14 Len=0 SLE=3673 SRE=5343"
"1638","46.147150","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1635#3] 443  >  49601 [ACK] Seq=1 Ack=2290 Win=14 Len=0 SLE=3257 SRE=5343"
"1639","46.147150","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=5343 Win=14 Len=0"
"1640","46.147394","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1639#1] 443  >  49601 [ACK] Seq=1 Ack=5343 Win=15 Len=0 SLE=6743 SRE=8143"
"1641","46.147394","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1639#2] 443  >  49601 [ACK] Seq=1 Ack=5343 Win=15 Len=0 SLE=6743 SRE=9543"
"1642","46.147394","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=9543 Win=15 Len=0"
"1643","46.147420","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=1 Ack=10060 Win=16 Len=0"
"1646","46.147926","192.168.32.1","192.168.32.32","DNS","142","Standard query response 0xebea A tlx.3lift.com CNAME as-tlx.3lift.com A 54.169.90.152 A 3.0.107.214 A 54.151.166.244"
"1648","46.148095","192.168.32.1","192.168.32.32","DNS","178","Standard query response 0xab86 HTTPS tlx.3lift.com CNAME as-tlx.3lift.com SOA ns-1640.awsdns-13.co.uk"
"1657","46.150870","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=1354 Ack=11958 Win=1005 Len=0"
"1658","46.151587","106.10.236.40","192.168.32.32","TLSv1.2","93","Application Data"
"1660","46.155584","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=1476 Ack=2478 Win=471 Len=0"
"1661","46.157481","192.168.32.1","192.168.32.32","DNS","144","Standard query response 0x3781 A display.bidder.taboola.com CNAME tls13.taboola.map.fastly.net A 146.75.113.44"
"1662","46.157646","192.168.32.1","192.168.32.32","DNS","186","Standard query response 0xc5df HTTPS display.bidder.taboola.com CNAME tls13.taboola.map.fastly.net SOA ns1.fastly.net"
"1663","46.157841","192.168.32.1","192.168.32.32","DNS","249","Standard query response 0xadaf A c2shb-oao.ssp.yahoo.com CNAME global-dtp-oao.ybp.yahoo.com CNAME dtp-gateway-prod-global.dsp-plus-backend.aws.oath.cloud A 13.228.113.95 A 52.221.147.93 A 13.250.213.229 A 13.228.147.32"
"1664","46.157841","192.168.32.1","192.168.32.32","DNS","269","Standard query response 0xc968 HTTPS c2shb-oao.ssp.yahoo.com CNAME global-dtp-oao.ybp.yahoo.com CNAME dtp-gateway-prod-global.dsp-plus-backend.aws.oath.cloud SOA ns-1843.awsdns-38.co.uk"
"1665","46.157847","106.10.236.40","192.168.32.32","TLSv1.2","181","Application Data"
"1667","46.158129","106.10.236.40","192.168.32.32","TLSv1.2","96","Application Data"
"1668","46.158326","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=1476 Ack=3435 Win=515 Len=0"
"1669","46.159631","34.120.63.153","192.168.32.32","QUIC","1292","Initial, SCID=fb09a9105ddbd9d8, PKN: 3, ACK, PADDING"
"1670","46.162065","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=804 Ack=9099 Win=10 Len=0"
"1671","46.162065","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=804 Ack=10499 Win=10 Len=0"
"1672","46.162163","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 1671#1] 443  >  49697 [ACK] Seq=804 Ack=10499 Win=10 Len=0 SLE=11144 SRE=11183"
